,v1,v2,norm_text
466,ham,They don't put that stuff on the roads to keep it from getting slippery over there?,stuff road get slippery
467,ham,When are you going to ride your bike?,go ride bike
468,ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.",yup need jus wait 4 e rain 2 stop
469,ham,There are many company. Tell me the language.,company tell language
470,spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,okmail dear dave final notice collect 4 tenerife holiday 5000 cash award 09061743806 landline tcs sae box326 cw25wx 150ppm
471,ham,"How long has it been since you screamed, princess?",long scream princess
472,ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",mean money enter account bank remove flat rate transfer   lt;#&gt   account   lt;#&gt dollar get remove bank differ charge differ.be sure trust 9ja person send account detail cos
473,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,want 2 lay tonight want real dogging location send direct 2 ur mob join uk large dogging network txte moan 69888nyt ec2a 31p.msg@150p
474,ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),nice line say break heart- plz cum 1 time infront wise will trust u good 9 t
475,ham,Ok I'm gonna head up to usf in like fifteen minutes,ok go to head usf like minute
476,ham,Love you aathi..love u lot..,love aathi love u lot
477,ham,Tension ah?what machi?any problem?,tension ah?what machi?any problem
478,ham,"K, can I pick up another 8th when you're done?",k pick 8th
479,ham,When're you guys getting back? G said you were thinking about not staying for mcr,guy get g say think stay mcr
480,ham,"Almost there, see u in a sec",u sec
481,ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",yo carlos friend ask work weekend
482,ham,Watching tv lor...,watch tv lor
483,ham,Thank you baby! I cant wait to taste the real thing...,thank baby not wait taste real thing
484,ham,You should change your fb to jaykwon thuglyfe falconerf,change fb jaykwon thuglyfe falconerf
485,ham,If we win its really no 1 side for long time.,win 1 long time
486,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free message activate 500 free text message reply message word free term condition visit www.07781482378.com
487,ham,Dear reached railway. What happen to you,dear reach railway happen
488,ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",depend quality want type send boye fade glory 6 want ralph maybe 2
489,ham,I think i've fixed it can you send a test message?,think fix send test message
490,ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",sorry man account dry want trade half buy shit credit card
491,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",congrats 1 year special cinema pass 2 09061209465 c suprman v matrix3 starwars3 etc 4 free bx420-ip4 5we 150pm not miss
492,ham,"Sorry,in meeting I'll call later",sorry meeting later
493,ham,What class of  &lt;#&gt;  reunion?,class   lt;#&gt   reunion
494,ham,Are you free now?can i call now?,free now?can
495,ham,Got meh... When?,get meh
496,ham,Nope... Think i will go for it on monday... Sorry i replied so late,nope think monday sorry reply late
497,ham,Some of them told accenture is not confirm. Is it true.,tell accenture confirm true
498,ham,"Kate jackson rec center before 7ish, right?",kate jackson rec center 7ish right
499,ham,Dear i have reache room,dear reache room
500,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",fight world easy u win lose bt fightng some1 close u dificult u lose u lose u win u lose
501,ham,When can Ì_ come out?,ì come
502,ham,Check with nuerologist.,check nuerologist
503,ham,Lolnice. I went from a fish to ..water.?,lolnice go fish water
504,spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,+123 congratulation week competition draw u win å£1450 prize claim 09050002311 b4280703 t&cs stop sms 08718727868 18 150ppm
505,ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,wait e car dat bored wat cos wait outside get 2 home stuff watch tv wat
506,ham,"Maybe westshore or hyde park village, the place near my house?",maybe westshore hyde park village place near house
507,ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,know anthony bring money school fee pay rent stuff like s need help friend need |
508,ham,What's the significance?,significance
509,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 mature 8 stylish 9 simple pls reply
510,ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",8 late g scrounge ammo want new ak try
511,ham,Prabha..i'm soryda..realy..frm heart i'm sory,prabha i'm soryda realy frm heart sory
512,ham,Lol ok your forgiven :),lol ok forgiven
513,ham,No..jst change tat only..,jst change tat
514,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",guarantee late nokia phone 40 gb ipod mp3 player å£500 prize txt word collect 83355 ibhltd ldnw15h 150p mtmsgrcvd18 +
515,ham,S:)no competition for him.,s:)no competition
516,spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,boltblue tone 150p reply poly mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 tone txt
517,spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,credit top http://www.bubbletext.com renewal pin tgxxrz
518,ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",way transport problematic sit night way u want ask   n   join bday feel free need know definite nos book fri
519,ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,usually person unconscious child adult behave abnormally i.ll
520,ham,But that's on ebay it might be less elsewhere.,ebay
521,ham,Shall i come to get pickle,shall come pickle
522,ham,Were gonna go get some tacos,go to taco
523,ham,"That's very rude, you on campus?",rude campus
524,spam,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU","urgent mobile award å£2,000 bonus caller prize 02/09/03 2nd attempt contact 0871 872 9755 box95qu"
525,ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,hi will b ard 4 christmas enjoy n merry x'mas
526,spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",today offer claim ur å£150 worth discount voucher text yes 85023 savamob member offer mobile t cs 08717898035 å£3.00 sub 16 unsub reply x
527,ham,Yes! How is a pretty lady like you single?,yes pretty lady like single
528,spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,recieve tone 24hrs term condition channel u teletext pg 750
529,ham,Jay says that you're a double-faggot,jay say double faggot
530,spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,private 2003 account statement 07815296484 show 800 un redeem s.i.m point 08718738001 identifier code 41782 expire 18/11/04
531,ham,What Today-sunday..sunday is holiday..so no work..,today sunday sunday holiday work
532,ham,Gudnite....tc...practice going on,gudnite tc practice go
533,ham,I'll be late...,late
534,ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",call hope l8r malaria know miss guy miss bani big pls love especially great day
535,ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",good afternoon love go day hope maybe get lead job think boytoy send passionate kiss sea
536,ham,"Probably gonna be here for a while, see you later tonight &lt;)",probably go to later tonight lt
537,ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,maybe fat finger press button know
538,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah happy return d day dear sweet heart happy birthday dear
539,ham,"I am in tirupur da, once you started from office call me.",tirupur da start office
540,spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,www.applausestore.com monthlysubscription@50p msg max6 month t&csc web age16 2stop txt stop
541,ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",famous quote develop ability listen unconditionally lose temper self confidence mean married
542,ham,But am going to college pa. What to do. are else ill come there it self. Pa.,go college pa ill come self pa
543,ham,4 oclock at mine. Just to bash out a flat plan.,4 oclock bash flat plan
544,ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,girl stay bed girl need recovery time would pass have fun coope bed
545,ham,Then any special there?,special
546,ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,know need hotel get invitation apologise cali sweet come english bloke weddin
547,ham,"Sorry that took so long, omw now",sorry take long omw
548,ham,Wait  &lt;#&gt;  min..,wait   lt;#&gt   min
549,ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,ok 5 minute think btw alibi cut hair time
550,ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",imagine finally sink bath pace maybe have eat leave imagine feel cage cock surround bath water remind own enjoy cuck
551,ham,"Hurry up, I've been weed-deficient for like three days",hurry weed deficient like day
552,ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",sure acknowledgement astoundingly tactless generally faggy demand blood oath fo
553,ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,ok night warm bath drink cup milk work magic need loose weight know
554,ham,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book,iû÷ll look fry pan case itû÷s cheap book thatû÷s silly fry pan isnû÷t likely book
555,ham,O. Well uv causes mutations. Sunscreen is like essential thesedays,o. uv cause mutation sunscreen like essential theseday
556,ham,Having lunch:)you are not in online?why?,have lunch:)you online?why
557,ham,I know that my friend already told that.,know friend tell
558,ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?,hi princess thank pic pretty
559,ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",aiyo u c ex dunno abt mei haven reply time u reply fast y lucky workin huh get bao ur sugardad ah gee
560,ham,Hi msg me:)i'm in office..,hi msg me:)i'm office
561,ham,Thanx 4 e brownie it's v nice...,thanx 4 e brownie v nice
562,ham,Geeeee ... I love you so much I can barely stand it,geeeee love barely stand
563,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,gent try contact weekend draw show win å£1000 prize guarantee 09064012160 claim code k52 valid 12hrs 150ppm
564,ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",fuck babe miss know let send money net need want crave
565,ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ill u 2mrw ninish address icky american freek will not stop callin 2 bad jen k eh
566,ham,Oooh bed ridden ey? What are YOU thinking of?,oooh bed ride ey think
567,ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",anyways gym love smile hope ok have good day babe miss
568,ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,love daddy scream pleasure go slap ass dick
569,ham,WOT U WANNA DO THEN MISSY?,wot u wanna missy
570,ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,yar lor wait 4 mum 2 finish sch lunch lor morning stay home clean room room clean hee
571,ham,Do you know where my lab goggles went,know lab goggle go
572,ham,Can you open the door?,open door
573,ham,Waiting for your call.,wait
574,ham,Nope i waiting in sch 4 daddy... ,nope wait sch 4 daddy
575,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327","win 1,000 cash 2,000 prize claim call09050000327"
576,ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",tired argue week week want
577,ham,ÌÏ wait 4 me in sch i finish ard 5..,ìï wait 4 sch finish ard 5
578,spam,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321.",mobile number win å£5000 claim call ring claim hot line 09050005321
579,ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",arngd marriage u r walkin unfortuntly snake bite u. bt love marriage dance frnt d snake amp sayin bite bite
580,ham,Huh so early.. Then Ì_ having dinner outside izzit?,huh early ì have dinner outside izzit
581,ham,Ok anyway no need to change with what you said,ok need change say
582,spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,try contact reply offer 750 min 150 textand new video phone 08002988890 reply free delivery tomorrow
583,ham,my ex-wife was not able to have kids. Do you want kids one day?,ex wife able kid want kid day
584,ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,scotland hope show jjc tendency care live dream
585,ham,Tell them u have a headache and just want to use 1 hour of sick time.,tell u headache want use 1 hour sick time
586,ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",dun thk quit hmmm jazz yogasana oso meet -PRON- lesson den
587,ham,"\Pete can you please ring meive hardly gotany credit\""""",\pete ring meive hardly gotany credit\
588,ham,Ya srsly better than yi tho,ya srsly better yi tho
589,ham,"I'm in a meeting, call me later at",meeting later
590,spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",ur chance win å£250 wkly shopping spree txt shop 80878 t's&c www.txt-2-shop.com custcare 08715705022 1x150p wk
591,spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,specially select receive 2000 pound award 08712402050 line close cost 10ppm 16 + t&cs apply ag promo
592,spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,private 2003 account statement 07753741225 show 800 un redeem s. i. m. point 08715203677 identifier code 42478 expire 24/10/04
593,ham,You still at grand prix?,grand prix
594,ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",meet stranger choose friend long world stand friendship end let friend forever gud nitz
595,ham,I am great! How are you?,great
596,ham,Gud mrng dear have a nice day,gud mrng dear nice day
597,spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,important customer service announcement freephone 0800 542 0825
598,ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,exhaust train morning wine pie sleep
599,ham,I'm going out to buy mum's present ar.,go buy mum present ar
600,ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,mind blastin tsunami occur rajnikant stop swim indian ocean :-d
601,ham,If u sending her home first it's ok lor. I'm not ready yet.,u send home ok lor ready
602,ham,Speaking of does he have any cash yet?,speak cash
603,ham,Be happy there. I will come after noon,happy come noon
604,ham,Meet after lunch la...,meet lunch la
605,ham,TaKe CaRE n gET WeLL sOOn,care n soon
606,spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,xclusive@clubsaisai 2morow 28/5 soiree speciale zouk nichols paris.free rose 2 lady info 07946746291/07880867867
607,ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,mean not wait u get bored bridgwater banter
608,ham,Neva mind it's ok..,neva mind ok
609,ham,"It's fine, imma get a drink or somethin. Want me to come find you?",fine imma drink something want come find
610,spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,22 day kick euro2004 u keep date late news result daily remove send txt stop 83222
611,ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,valentine game send dis msg ur friend 5 answer r d love u. ques- colour suit best?rply
612,ham,I have many dependents,dependent
613,ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,thanx4 today cer nice 2 catch ave 2 find time oh care c u soon.c
614,ham,I called and said all to him:)then he have to choose this future.,call say him:)then choose future
615,ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",\happy valentines day\ know early hundred handsomes beauty wish think finish auntie uncles 1st
616,ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,like v shock leh cos tell shuhui like tell leona like dat know liao get ask abt ur reaction lor
617,ham,For my family happiness..,family happiness
618,ham,I come n pick Ì_ up... Come out immediately aft ur lesson...,come n pick ì come immediately aft ur lesson
619,ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,let snow let snow kind weather bring ppl friendship grow
620,ham,Dear we got  &lt;#&gt;  dollars hi hi,dear get   lt;#&gt   dollar hi hi
621,ham,Good words.... But words may leave u in dismay many times.,good word word leave u dismay time
622,ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,sure alex know birthday minute far concerned
623,ham,"sorry, no, have got few things to do. may be in pub later.",sorry get thing pub later
624,ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",nah straight bring bud drink actually little useful straight cash
625,ham,"Haha good to hear, I'm officially paid and on the market for an 8th",haha good hear officially pay market 8th
626,ham,How many licks does it take to get to the center of a tootsie pop?,lick center tootsie pop
627,ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,yup thk r e teacher say face look longer darren ask 2 cut short
628,spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddy.com txt 89693
629,spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,todays vodafone number end 4882 select receive å£350 award number match 09064019014 receive å£350 award
630,ham,Please dont say like that. Hi hi hi,not like hi hi hi
631,ham,Thank u!,thank u
632,ham,Oh that was a forwarded message. I thought you send that to me,oh forward message think send
633,ham,Got it. Seventeen pounds for seven hundred ml ÛÒ hope ok.,get seventeen pound seven ml ûò hope ok
634,spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",dear voucher holder 2 claim week offer pc http://www.e tlp.co.uk expressoffer ts&cs apply.2 stop text txt stop 80062
635,ham,Me n him so funny...,n funny
636,ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",sweetheart hope have kind day load reason smile biola
637,ham,When Ì_ login dat time... Dad fetching Ì_ home now?,ì login dat time dad fetch ì home
638,ham,"What will we do in the shower, baby?",shower baby
639,ham,I had askd u a question some hours before. Its answer,askd u question hour answer
640,ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",imma definitely need restock thanksgiving let know
641,ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",  say kiss kiss sound effect gorgeous man kind person need smile brighten day
642,ham,Probably gonna swing by in a wee bit,probably go to swing wee bit
643,ham,Ya very nice. . .be ready on thursday,ya nice .be ready thursday
644,ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week,allo brave bus take train triumph mean weû÷re bû÷ham jolly good rest week
645,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watch cartoon listen music amp eve temple amp church u
646,ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,mind ask happen not uncomfortable
647,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,private 2003 account statement show 800 un redeem s. i. m. point 08715203694 identifier code 40533 expire 31/10/04
648,ham,No prob. I will send to your email.,prob send email
649,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm","win 1,000 cash 2,000 prize claim call09050000327 t&c rstm sw7 3ss 150ppm"
650,ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),s cool slow gentle sonetimes rough hard
651,ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,go to sorry normal start panic time sorry see tuesday
652,ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!",wait know wesleys town bet hella drug
653,ham,Fine i miss you very much.,fine miss
654,ham,Did u got that persons story,u got person story
655,ham,Tell them the drug dealer's getting impatient,tell drug dealer get impatient
656,ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",sun not come earth send luv ray cloud not come river send luv rain not come meet u send care msg u. gud evng
657,ham,You will be in the place of that man,place man
658,ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",not sense free need know wikipedia.com
659,spam,88800 and 89034 are premium phone services call 08718711108,88800 89034 premium phone service 08718711108
660,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",sea lay rock rock envelope envelope paper paper 3 word
661,ham,Then mum's repent how?,mum repent
662,ham,Sorry me going home first... Daddy come fetch Ì_ later...,sorry go home daddy come fetch ì later
663,ham,Leave it de:-). Start Prepare for next:-)..,leave de:- start prepare next:-
664,ham,Yes baby! We can study all the positions of the kama sutra ;),yes baby study position kama sutra
665,ham,En chikku nange bakra msg kalstiya..then had tea/coffee?,en chikku nange bakra msg kalstiya tea coffee
666,ham,Carlos'll be here in a minute if you still need to buy,carlos'll minute need buy
667,ham,This pay is  &lt;DECIMAL&gt;  lakhs:),pay   lt;decimal&gt   lakh
668,ham,Have a good evening! Ttyl,good evening ttyl
669,ham,Did u receive my msg?,u receive msg
670,ham,Ho ho - big belly laugh! See ya tomo,ho ho big belly laugh ya tomo
671,spam,SMS. ac sun0819 posts HELLO:\You seem cool,sms ac sun0819 post hello:\you cool
672,spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,ur 1st ringtone free reply msg tone gr8 20 tone phone week å£1.50 wk 2 opt send stop 08452810071 16
673,ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",ditto will worry say anymore like say night want peace
674,ham,"I've got  &lt;#&gt; , any way I could pick up?",get   lt;#&gt way pick
675,ham,"I dont knw pa, i just drink milk..",not knw pa drink milk
676,ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,maybe hi   find   get card great escape wetherspoon
677,ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",piggy r u awake bet u're sleep go 4 lunch
678,ham,Cause I'm not freaky lol,cause freaky lol
679,ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,miss cause yell scrappy miss u. wait u come home lonely today
680,ham,What is this 'hex' place you talk of? Explain!,hex place talk explain
681,ham,ÌÏ log off 4 wat. It's sdryb8i,ìï log 4 wat sdryb8i
682,ham,Is xy going 4 e lunch?,xy go 4 e lunch
683,spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,hi sue 20 year old work lapdancer love sex text live bedroom text sue 89555 textoperator g2 1da 150ppmsg 18 +
684,ham,I wanted to ask Ì_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,want ask ì wait 4 finish lect cos lect finish hour
685,ham,Have you finished work yet? :),finish work
686,ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",king cry baby great building map imprtant u r today u wil reach tomorw gud ni8
687,ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",dear cherthala.in case u r come cochin pls bfore u start.i shall reach accordingly.or tell day u r coming.tmorow engage ans holiday
688,ham,Thanks love. But am i doing torch or bold.,thank love torch bold
689,spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,< forward 448712404000 > 08712404000 immediately urgent message wait
690,ham,Was the farm open?,farm open
691,ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",sorry trouble u buy 4d dad 1405 1680 1843 2 big 1 small sit n sun thanx
692,ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",sister law hope have great month say hey abiola
693,ham,Will purchase d stuff today and mail to you. Do you have a po box number?,purchase d stuff today mail po box number
694,ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ah poop look like ill prob send laptop fix cuz gpu problem
695,ham,Good. Good job. I like entrepreneurs,good good job like entrepreneur
696,ham,"Aight, you close by or still down around alex's place?",aight close alex place
697,ham,meet you in corporation st outside gap Û_ you can see how my mind is working!,meet corporation st outside gap û mind work
698,ham,Mum ask Ì_ to buy food home...,mum ask ì buy food home
699,ham,K..u also dont msg or reply to his msg..,k u not msg reply msg
700,ham,How much r Ì_ willing to pay?,r ì willing pay
701,ham,"Sorry, I'll call later",sorry later
702,ham,What is important is that you prevent dehydration by giving her enough fluids,important prevent dehydration give fluid
703,ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",s bit weird suppose happen good idea sure pub
704,ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,true dear sit pray evening feel so.so sms'd time
705,ham,"I don't think I can get away for a trek that long with family in town, sorry",think away trek long family town sorry
706,ham,So when do you wanna gym harri,wanna gym harri
707,ham,Quite late lar... Ard 12 anyway i wun b drivin...,late lar ard 12 wun b drivin
708,spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",review fantastic nokia n gage game deck club nokia 2 www.cnupdates.com/newsletter unsubscribe alert reply word
709,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mths half price orange line rental late camera phone 4 free phone 11mths+ mobilesdirect free 08000938767 update or2stoptxt t&cs
