material_id,icsd_ids,tags,pseudo_potential,pretty_formula,elements,nelements,spacegroup,structure,energy,energy_per_atom,formation_energy_per_atom,final_energy_per_atom,e_above_hull,density,band_gap,total_magnetization,oxide_type,synthesis,orbital0,atomic_number0,atomic_radius0,atomic_radius_rahm0,atomic_weight0,boiling_point0,covalent_radius_pyykko0,density0,dipole_polarizability0,electron_affinity0,electrons0,en_pauling0,evaporation_heat0,fusion_heat0,glawe_number0,group0,heat_of_formation0,ionic_radii0,lattice_constant0,mass_number0,melting_point0,metallic_radius0,neutrons0,period0,proton_affinity0,protons0,oxistates0,series,specific_heat0,thermal_conductivity0,vdw_radius0,orbital1,atomic_number1,atomic_radius1,atomic_radius_rahm1,atomic_weight1,boiling_point1,covalent_radius_pyykko1,density1,dipole_polarizability1,electron_affinity1,electrons1,en_pauling1,evaporation_heat1,fusion_heat1,glawe_number1,group1,heat_of_formation1,ionic_radii1,lattice_constant1,mass_number1,melting_point1,metallic_radius1,neutrons1,period1,proton_affinity1,protons1,oxistates1,specific_heat1,thermal_conductivity1,vdw_radius1,orbital2,atomic_number2,atomic_radius2,atomic_radius_rahm2,atomic_weight2,boiling_point2,covalent_radius_pyykko2,density2,dipole_polarizability2,electron_affinity2,electrons2,en_pauling2,evaporation_heat2,fusion_heat2,glawe_number2,group2,heat_of_formation2,ionic_radii2,lattice_constant2,mass_number2,melting_point2,metallic_radius2,neutrons2,period2,proton_affinity2,protons2,oxistates2,specific_heat2,thermal_conductivity2,vdw_radius2
mp-1067925,[194347],['Strontium gold silicide (1/1/3)'],"{'functional': 'PBE', 'labels': ['Sr_sv', 'Si', 'Au'], 'pot_type': 'paw'}",SrSi3Au,"['Au', 'Si', 'Sr']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4mm', 'number': 107, 'point_group': '4mm', 'crystal_system': 'tetragonal', 'hall': 'I 4 -2'}","Full Formula (Sr1 Si3 Au1)
Reduced Formula: SrSi3Au
abc   :   5.866815   5.866815   5.866815
angles: 135.291301 135.291301  65.077919
Sites (5)
  #  SP           a         b    c    magmom
---  ----  --------  --------  ---  --------
  0  Sr    0.999217  0.999217  0           0
  1  Si    0.376746  0.376746  0          -0
  2  Si    0.256527  0.756527  0.5        -0
  3  Si    0.756527  0.256527  0.5        -0
  4  Au    0.633483  0.633483  0          -0",-23.05340451,-4.610680902,-0.320217491333333,-4.610680902,0.020348982999999876,6.218035467193794,0.0,0.0025024,None,solid state,-1,38,200.0,279.0,87.62,1657.0,185.0,2.54,197.2,0.048,38,0.95,144.0,9.2,15,"<Group(symbol=IIA, name=Alkaline earths)>",164.0,129.33333333333334,6.08,88,1042.0,191.0,50,5,,38,2.0,Transition metals,0.301,,249.00000000000003,2,14,330.0,695.9999999999999,84.255,2628.0,347.99999999999994,2.33,111.89999999999999,1.3895211,42,1.9,383.0,50.6,255,"<Group(symbol=IVA, name=Carbon group)>",1350.0,99.0,16.29,84,1683.0,351.0,42,3,2511.0,42,0.6666666666666666,0.703,149.0,630.0,1,79,135.0,225.99999999999997,196.966569,3080.0,124.0,19.3,36.0,2.30863,79,2.4,340.0,12.68,66,"<Group(symbol=IB, name=Coinage metals)>",368.2,86.75,4.08,197,1337.58,134.0,118,6,,79,2.0,0.129,318.0,214.0
mp-1077741,"[605057, 605055]","['MgCu4Sn', 'Friauf-Laves phase', 'AgCu4Yb rt', 'Ytterbium silver copper (1/1/4)']","{'functional': 'PBE', 'labels': ['Yb_2', 'Cu_pv', 'Ag'], 'pot_type': 'paw'}",YbCu4Ag,"['Ag', 'Cu', 'Yb']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'F-43m', 'number': 216, 'point_group': '-43m', 'crystal_system': 'cubic', 'hall': 'F -4 2 3'}","Full Formula (Yb1 Cu4 Ag1)
Reduced Formula: YbCu4Ag
abc   :   5.016330   5.016330   5.016330
angles:  60.000000  60.000000  60.000000
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Yb    0         0         0                0
  1  Cu    0.624504  0.624504  0.126487         0
  2  Cu    0.624504  0.126487  0.624504         0
  3  Cu    0.126487  0.624504  0.624504         0
  4  Cu    0.624504  0.624504  0.624504         0
  5  Ag    0.25      0.25      0.25             0",-22.27439327,-3.7123988783333335,-0.25090038444444457,-3.7123988783333335,0.0,9.95484275004192,0.0,0.0003262,None,solid state,-1,70,175.0,277.0,173.045,1466.0,170.0,6.9654,139.0,-0.02,70,,159.0,3.35,18,,155.6,100.85714285714286,5.49,174,1097.0,,104,6,,70,2.5,Transition metals,0.145,,225.99999999999997,1,29,540.0,868.0,254.184,2840.0,448.00000000000006,8.96,186.0,1.235,116,1.9,304.6,13.01,272,"<Group(symbol=IB, name=Coinage metals)>",1349.6,244.5,14.44,252,1356.6,472.0,136,4,2621.2,116,1.5,0.385,401.0,784.0,1,47,160.0,225.0,107.8682,2485.0,128.0,10.5,55.0,1.3019999999999998,47,1.93,254.1,11.95,67,"<Group(symbol=IB, name=Coinage metals)>",284.9,96.18181818181819,4.09,107,1235.1,134.0,60,5,,47,1.5,0.237,429.0,211.0
mp-1077929,"[180586, 261659, 261660, 421550]","['Dilanthanum tetraoxocuprate(II) - T', ""Dilanthanum copper tetraoxide - T'"", 'Dilanthanum tetraoxocuprate(II) - T phase, HT']","{'functional': 'PBE', 'labels': ['La', 'Cu_pv', 'O'], 'pot_type': 'paw'}",La2CuO4,"['Cu', 'La', 'O']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4/mmm', 'number': 139, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': '-I 4 2'}","Full Formula (La2 Cu1 O4)
Reduced Formula: La2CuO4
abc   :   6.924232   6.924232   6.924232
angles: 146.348261 146.348261  48.329767
Sites (7)
  #  SP           a         b    c    magmom
---  ----  --------  --------  ---  --------
  0  La    0.649623  0.649623  0          -0
  1  La    0.350377  0.350377  0          -0
  2  Cu    0         0         0          -0
  3  O     0         0.5       0.5        -0
  4  O     0.5       0         0.5        -0
  5  O     0.75      0.25      0.5        -0
  6  O     0.25      0.75      0.5        -0",-52.30921997,-7.47274571,-3.0420221528571423,-7.47274571,0.0,6.630535012320788,0.0,0.0003131,oxide,solid state,-1,57,390.0,568.0,277.81094,3730.0,360.0,6.15,430.0,0.47,114,1.1,402.0,8.5,64,"<Group(symbol=IIIB, name=)>",862.0,237.9333333333333,7.5,278,1194.0,338.0,164,6,2026.0,114,3.0,Nonmetals,0.197,13.4,486.00000000000006,1,29,135.0,217.0,63.546,2840.0,112.00000000000001,8.96,46.5,1.235,29,1.9,304.6,13.01,68,"<Group(symbol=IB, name=Coinage metals)>",337.4,61.125,3.61,63,1356.6,118.0,34,4,655.3,29,1.5,0.385,401.0,196.0,2,8,240.0,684.0,63.996,90.19,252.0,1.149,21.2,1.4611135,32,3.44,3.4099,0.22259,388,"<Group(symbol=VIA, name=Chalcogens)>",996.916,552.8,27.32,64,54.8,,32,2,1940.8,32,-2.0,0.92,0.027,608.0
mp-1077944,"[639142, 236215, 187377]","['TlPd5As', 'Palladium mercury selenide (5/1/1)', 'Mercury palladium selenide (1/5/1)', 'HgPd5Se']","{'functional': 'PBE', 'labels': ['Hg', 'Pd', 'Se'], 'pot_type': 'paw'}",HgPd5Se,"['Hg', 'Pd', 'Se']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P4/mmm', 'number': 123, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': '-P 4 2'}","Full Formula (Hg1 Pd5 Se1)
Reduced Formula: HgPd5Se
abc   :   4.088917   4.088917   7.172207
angles:  90.000000  90.000000  90.000000
Sites (7)
  #  SP      a    b         c    magmom
---  ----  ---  ---  --------  --------
  0  Hg    0.5  0.5  0                0
  1  Pd    0    0    0               -0
  2  Pd    0.5  0    0.712592        -0
  3  Pd    0    0.5  0.712592        -0
  4  Pd    0.5  0    0.287408        -0
  5  Pd    0    0.5  0.287408        -0
  6  Se    0    0    0.5             -0",-31.13718394,-4.448169134285714,-0.2728832924776781,-4.448169134285714,0.0,11.239538648614221,0.0,2.65e-05,None,solid state,-1,80,150.0,229.0,200.592,629.73,133.0,13.546,33.91,,80,1.9,58.5,2.295,76,"<Group(symbol=IIB, name=)>",61.38,99.5,2.99,202,234.28,139.0,122,6,,80,1.5,Nonmetals,0.138,8.3,223.0,3,46,700.0,1075.0,532.1,3413.0,600.0,12.02,130.7,0.562,230,2.2,372.4,17.24,325,"<Group(symbol=VIIIB, name=)>",1883.0,346.5,19.45,530,1825.0,640.0,300,5,3480.0,230,3.0,0.244,71.8,1050.0,2,34,115.0,224.00000000000003,78.971,958.1,115.99999999999999,4.79,28.9,2.02067,34,2.55,59.7,5.23,95,"<Group(symbol=VIA, name=Chalcogens)>",227.2,79.5,4.36,80,490.0,117.0,46,4,,34,2.6666666666666665,,0.52,190.0
mp-1078225,[195765],['Barium lanthanum disilicide'],"{'functional': 'PBE', 'labels': ['Ba_sv', 'La', 'Si'], 'pot_type': 'paw'}",BaLaSi2,"['Ba', 'La', 'Si']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cmcm', 'number': 63, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-C 2c 2'}","Full Formula (Ba2 La2 Si4)
Reduced Formula: BaLaSi2
abc   :   7.830340   7.830340   6.780412
angles:  90.000000  90.000000 145.583555
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.277293  0.722707  0.75         0.108
  1  Ba    0.722707  0.277293  0.25         0.108
  2  La    0.548613  0.451387  0.75         0.078
  3  La    0.451387  0.548613  0.25         0.078
  4  Si    0.924017  0.075983  0.932424    -0.004
  5  Si    0.075983  0.924017  0.067576    -0.004
  6  Si    0.924017  0.075983  0.567576    -0.004
  7  Si    0.075983  0.924017  0.432424    -0.004",-40.18547238,-5.0231840475,-0.5612825537499999,-5.0231840475,0.0,4.698099891980202,0.0,0.62637395,None,solid state,-1,56,215.0,293.0,137.327,1910.0,196.0,3.5,272.0,0.14462,56,0.89,142.0,7.66,14,"<Group(symbol=IIA, name=Alkaline earths)>",179.1,147.42857142857142,5.02,138,1002.0,198.0,82,6,,56,2.0,Metalloids,0.192,,268.0,-1,57,195.0,284.0,138.90547,3730.0,180.0,6.15,215.0,0.47,57,1.1,402.0,8.5,32,"<Group(symbol=IIIB, name=)>",431.0,118.96666666666665,3.75,139,1194.0,169.0,82,6,1013.0,57,3.0,0.197,13.4,243.00000000000003,2,14,220.0,463.99999999999994,56.17,2628.0,231.99999999999997,2.33,74.6,1.3895211,28,1.9,383.0,50.6,170,"<Group(symbol=IVA, name=Carbon group)>",900.0,66.0,10.86,56,1683.0,234.0,28,3,1674.0,28,0.6666666666666666,0.703,149.0,420.0
mp-1078295,"[5308, 193715]","['Sodium niobium trioxide', 'Sodium niobium oxide', 'Pauloabibite']","{'functional': 'PBE', 'labels': ['Na_pv', 'Nb_pv', 'O'], 'pot_type': 'paw'}",NaNbO3,"['Na', 'Nb', 'O']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R-3', 'number': 148, 'point_group': '-3', 'crystal_system': 'trigonal', 'hall': '-R 3'}","Full Formula (Na2 Nb2 O6)
Reduced Formula: NaNbO3
abc   :   6.163045   6.163045   6.163045
angles:  52.225304  52.225304  52.225309
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Na    0.641744  0.641744  0.641744        -0
  1  Na    0.358256  0.358256  0.358256        -0
  2  Nb    0.851762  0.851762  0.851762         0
  3  Nb    0.148238  0.148238  0.148238         0
  4  O     0.814106  0.030785  0.439002         0
  5  O     0.439002  0.814106  0.030785         0
  6  O     0.030785  0.439002  0.814106         0
  7  O     0.185894  0.969215  0.560998         0
  8  O     0.560998  0.185894  0.969215         0
  9  O     0.969215  0.560998  0.185894         0",-76.86860596,-7.686860596,-2.8455179263103445,-7.686860596,0.0,4.0232231175826065,3.8678000000000003,1.995e-05,oxide,solid state,1,11,180.0,225.0,22.98976928,1156.1,155.0,0.971,162.7,0.547926,11,0.93,97.9,2.64,11,"<Group(symbol=IA, name=Alkali metals)>",107.5,113.42857142857143,4.23,23,370.96,157.0,12,3,,11,1.0,Nonmetals,1.222,142.0,227.0,1,41,145.0,250.99999999999997,92.90637,5015.0,147.0,8.57,98.0,0.917406,41,1.6,680.0,26.8,53,"<Group(symbol=VB, name=)>",733.0,67.71428571428571,3.3,93,2741.0,134.0,52,5,,41,4.0,0.268,53.7,218.00000000000003,2,8,180.0,513.0,47.997,90.19,189.0,1.149,15.899999999999999,1.4611135,24,3.44,3.4099,0.22259,291,"<Group(symbol=VIA, name=Chalcogens)>",747.687,414.59999999999997,20.490000000000002,48,54.8,,24,2,1455.6,24,-2.0,0.92,0.027,456.0
mp-1078458,[252042],['Iron(II) chromate(IV)'],"{'functional': 'PBE', 'labels': ['Cr_pv', 'Fe_pv', 'O'], 'pot_type': 'paw'}",CrFeO3,"['Cr', 'Fe', 'O']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R-3', 'number': 148, 'point_group': '-3', 'crystal_system': 'trigonal', 'hall': '-R 3'}","Full Formula (Cr2 Fe2 O6)
Reduced Formula: CrFeO3
abc   :   5.100566   5.100632   5.466071
angles:  62.187768 117.812151 119.998912
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cr    0.653332  0.346666  0.959995     2.854
  1  Cr    0.346667  0.653336  0.040005     2.854
  2  Fe    0.856804  0.143192  0.570436    -4.291
  3  Fe    0.143196  0.85681   0.429564    -4.291
  4  O     0.446892  0.254788  0.246383    -0.18
  5  O     0.054291  0.553125  0.24639     -0.18
  6  O     0.745186  0.945689  0.246408    -0.18
  7  O     0.553108  0.745202  0.753616    -0.18
  8  O     0.94571   0.446878  0.75361     -0.18
  9  O     0.254813  0.054315  0.753593    -0.18",-73.57041222,-7.357041221999999,-2.0268534349999996,-7.357041221999999,0.009988678000002693,4.988307691155707,0.0,2.0000003,oxide,solid state,1,24,140.0,233.0,51.9961,2945.0,122.0,7.18,83.0,0.6659999999999999,24,1.66,342.0,21.0,55,"<Group(symbol=VIB, name=)>",397.48,52.1,2.88,52,2130.0,119.0,28,4,791.3,24,3.6666666666666665,Nonmetals,0.488,93.9,206.0,-1,26,140.0,237.0,55.845,3023.0,115.99999999999999,7.874,62.0,0.151,26,1.83,340.0,13.8,71,"<Group(symbol=VIIIB, name=)>",415.5,62.166666666666664,2.87,56,1808.0,117.0,30,4,754.0,26,2.5,0.443,80.4,204.0,2,8,180.0,513.0,47.997,90.19,189.0,1.149,15.899999999999999,1.4611135,24,3.44,3.4099,0.22259,291,"<Group(symbol=VIA, name=Chalcogens)>",747.687,414.59999999999997,20.490000000000002,48,54.8,,24,2,1455.6,24,-2.0,0.92,0.027,456.0
mp-1078668,"[187686, 187685, 187684]",['Lead niccolate'],"{'functional': 'PBE', 'labels': ['Ni_pv', 'Pb_d', 'O'], 'pot_type': 'paw'}",NiPbO3,"['Ni', 'O', 'Pb']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R3c', 'number': 161, 'point_group': '3m', 'crystal_system': 'trigonal', 'hall': 'R 3 -2""c'}","Full Formula (Ni2 Pb2 O6)
Reduced Formula: NiPbO3
abc   :   5.447529   5.447560   5.732591
angles:  90.000178  61.638468 119.999455
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ni    0.998333  0.999169  0.002495    -1.763
  1  Ni    0.99834   0.49917   0.502489     1.763
  2  Pb    0.422152  0.211057  0.366761    -0.003
  3  Pb    0.422176  0.711098  0.86675      0.003
  4  O     0.503955  0.379774  0.709342    -0.005
  5  O     0.166455  0.786696  0.709362    -0.005
  6  O     0.910881  0.124189  0.709364    -0.005
  7  O     0.910901  0.286728  0.209344     0.005
  8  O     0.166464  0.879753  0.209344     0.005
  9  O     0.503944  0.624165  0.20935      0.005",-52.3625555,-5.23625555,-1.289322197,-5.23625555,0.0,8.462416220609118,0.0,2.55e-06,oxide,solid state,-1,28,135.0,229.0,58.6934,3005.0,110.00000000000001,8.902,49.0,1.156,28,1.91,378.6,17.61,69,"<Group(symbol=VIIIB, name=)>",430.1,57.142857142857146,3.52,58,1726.0,115.0,30,4,737.0,28,2.5,Nonmetals,0.443,90.9,197.0,2,82,180.0,249.00000000000003,207.2,2013.0,144.0,11.35,47.0,0.35674316,82,1.8,177.8,4.77,82,"<Group(symbol=IVA, name=Carbon group)>",195.2,112.29166666666667,4.95,208,600.65,150.0,126,6,,82,3.0,0.159,35.3,202.0,2,8,180.0,513.0,47.997,90.19,189.0,1.149,15.899999999999999,1.4611135,24,3.44,3.4099,0.22259,291,"<Group(symbol=VIA, name=Chalcogens)>",747.687,414.59999999999997,20.490000000000002,48,54.8,,24,2,1455.6,24,-2.0,0.92,0.027,456.0
mp-1078716,[174205],"['Perovskite', 'Strontium molybdate(IV)']","{'functional': 'PBE', 'labels': ['Sr_sv', 'Mo_pv', 'O'], 'pot_type': 'paw'}",SrMoO3,"['Mo', 'O', 'Sr']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Imma', 'number': 74, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-I 2b 2'}","Full Formula (Sr2 Mo2 O6)
Reduced Formula: SrMoO3
abc   :   5.773996   5.773996   5.773996
angles: 121.273706 119.922822  88.970917
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Sr    0.245214  0.75      0.495214     0.003
  1  Sr    0.754786  0.25      0.504786     0.003
  2  Mo    0.5       0.5       0            1.845
  3  Mo    0         0         0            1.845
  4  O     0.677291  0.75      0.927291     0.062
  5  O     0.322709  0.25      0.072709     0.062
  6  O     0.206968  0.206968  0.5          0.01
  7  O     0.793032  0.293032  0            0.01
  8  O     0.206968  0.706968  0            0.01
  9  O     0.793032  0.793032  0.5          0.01",-70.11638283,-7.011638283000001,-2.588434383333334,-7.011638283000001,0.009092676000003408,5.703259021289619,0.0,1.999993,oxide,solid state,-1,38,200.0,279.0,87.62,1657.0,185.0,2.54,197.2,0.048,38,0.95,144.0,9.2,15,"<Group(symbol=IIA, name=Alkaline earths)>",164.0,129.33333333333334,6.08,88,1042.0,191.0,50,5,,38,2.0,Nonmetals,0.301,,249.00000000000003,1,42,145.0,244.0,95.95,4885.0,138.0,10.22,87.0,0.748,42,2.16,590.0,28.0,56,"<Group(symbol=VIB, name=)>",658.98,58.0,3.15,98,2890.0,130.0,56,5,,42,4.0,0.251,,217.0,2,8,180.0,513.0,47.997,90.19,189.0,1.149,15.899999999999999,1.4611135,24,3.44,3.4099,0.22259,291,"<Group(symbol=VIA, name=Chalcogens)>",747.687,414.59999999999997,20.490000000000002,48,54.8,,24,2,1455.6,24,-2.0,0.92,0.027,456.0
mp-1079110,[602284],"['Hafnium aluminium nitride (3/1/1)', 'Cr3(B0.5C0.5)C', 'Hf3AlN']","{'functional': 'PBE', 'labels': ['Hf_pv', 'Al', 'N'], 'pot_type': 'paw'}",Hf3AlN,"['Al', 'Hf', 'N']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cmcm', 'number': 63, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-C 2c 2'}","Full Formula (Hf6 Al2 N2)
Reduced Formula: Hf3AlN
abc   :   5.938859   5.938859   8.898054
angles:  90.000000  90.000000 147.534228
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Hf    0.627759  0.372241  0.457371         0
  1  Hf    0.372241  0.627759  0.542629         0
  2  Hf    0.627759  0.372241  0.042629         0
  3  Hf    0.372241  0.627759  0.957371         0
  4  Hf    0.956807  0.043193  0.25             0
  5  Hf    0.043193  0.956807  0.75             0
  6  Al    0.25289   0.74711   0.25             0
  7  Al    0.74711   0.25289   0.75             0
  8  N     0         0         0.5             -0
  9  N     0         0         0               -0",-93.48098405,-9.348098405,-1.0295709439999996,-9.348098405,0.0,11.364146949723553,0.0,0.0039278,None,solid state,-1,72,465.0,792.0,535.47,5470.0,456.0,13.31,309.0,0.013999999999999999,216,1.3,575.0,25.1,150,"<Group(symbol=IVB, name=)>",1855.1999999999998,216.0,9.600000000000001,540,2503.0,432.0,324,6,,216,4.0,Nonmetals,0.146,23.0,669.0,2,13,125.0,239.0,26.9815385,2740.0,126.0,2.6989,57.8,0.43283,13,1.61,284.1,10.75,78,"<Group(symbol=IIIA, name=Boron group)>",330.9,46.833333333333336,4.05,27,933.5,125.0,14,3,,13,3.0,0.9,237.0,184.0,2,7,65.0,179.0,14.007,77.4,71.0,0.808,7.4,-1.4,7,3.04,,,88,"<Group(symbol=VA, name=Pnictogens)>",472.44,41.15,4.039,14,63.29,,7,2,342.2,7,1.125,,0.026,155.0
mp-1094147,[],[],"{'functional': 'PBE', 'labels': ['Na_pv', 'Mn_pv', 'O'], 'pot_type': 'paw'}",Na4Mn9O18,"['Mn', 'Na', 'O']",3,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pmc2_1', 'number': 26, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'P 2c -2'}","Full Formula (Na8 Mn18 O36)
Reduced Formula: Na4Mn9O18
abc   :   2.920200   9.223625  26.525224
angles:  90.000000  90.000000  90.000000
Sites (62)
  #  SP      a         b         c    magmom
---  ----  ---  --------  --------  --------
  0  Na    0    0.469215  0.297423     0.003
  1  Na    0    0.033726  0.706025     0.003
  2  Na    0    0.966274  0.206025     0.003
  3  Na    0    0.530785  0.797423     0.003
  4  Na    0.5  0.464076  0.079116     0.004
  5  Na    0.5  0.535924  0.579116     0.004
  6  Na    0    0.123078  0.497667     0
  7  Na    0    0.876922  0.997667     0
  8  Mn    0    0.287717  0.195494     3.938
  9  Mn    0    0.207535  0.808428     3.931
 10  Mn    0    0.792465  0.308428     3.931
 11  Mn    0    0.712283  0.695494     3.938
 12  Mn    0.5  0.606719  0.413326     3.82
 13  Mn    0.5  0.887312  0.588497     3.843
 14  Mn    0.5  0.112688  0.088497     3.843
 15  Mn    0.5  0.393281  0.913326     3.82
 16  Mn    0    0.242665  0.998722     3.224
 17  Mn    0    0.757335  0.498722     3.224
 18  Mn    0.5  0.615307  0.19319      3.33
 19  Mn    0.5  0.883276  0.807902     3.272
 20  Mn    0.5  0.116724  0.307902     3.272
 21  Mn    0.5  0.384693  0.69319      3.33
 22  Mn    0    0.268541  0.390415     3.191
 23  Mn    0    0.227862  0.610717     3.322
 24  Mn    0    0.772138  0.110717     3.322
 25  Mn    0    0.731459  0.890415     3.191
 26  O     0.5  0.619831  0.496826    -0.078
 27  O     0.5  0.897165  0.505437    -0.035
 28  O     0.5  0.102835  0.005437    -0.035
 29  O     0.5  0.380169  0.996826    -0.078
 30  O     0    0.4732    0.402922    -0.066
 31  O     0    0.025493  0.593447    -0.086
 32  O     0    0.974507  0.093447    -0.086
 33  O     0    0.5268    0.902922    -0.066
 34  O     0.5  0.304722  0.340329    -0.115
 35  O     0.5  0.194291  0.660507    -0.107
 36  O     0.5  0.805709  0.160507    -0.107
 37  O     0.5  0.695278  0.840329    -0.115
 38  O     0.5  0.673585  0.333408    -0.074
 39  O     0.5  0.825604  0.666496    -0.058
 40  O     0.5  0.174396  0.166496    -0.058
 41  O     0.5  0.326415  0.833408    -0.074
 42  O     0.5  0.417676  0.218084    -0.081
 43  O     0.5  0.082244  0.783241    -0.08
 44  O     0.5  0.917756  0.283241    -0.08
 45  O     0.5  0.582324  0.718084    -0.081
 46  O     0    0.667976  0.236615    -0.082
 47  O     0    0.832016  0.763548    -0.035
 48  O     0    0.167984  0.263548    -0.035
 49  O     0    0.332024  0.736615    -0.082
 50  O     0    0.572372  0.144026    -0.09
 51  O     0    0.923459  0.854775    -0.131
 52  O     0    0.076541  0.354775    -0.131
 53  O     0    0.427628  0.644026    -0.09
 54  O     0    0.745895  0.426458    -0.136
 55  O     0    0.746982  0.574151    -0.095
 56  O     0    0.253018  0.074151    -0.095
 57  O     0    0.254105  0.926458    -0.136
 58  O     0.5  0.727413  0.067088    -0.084
 59  O     0.5  0.777061  0.93302     -0.049
 60  O     0.5  0.222939  0.43302     -0.049
 61  O     0.5  0.272587  0.567088    -0.084",-420.50152015,-6.782282583064516,-1.9618459091156855,-6.782282583064516,0.008686724092744846,4.064539229426819,0.0,31.06390505,oxide,solid state,1,11,720.0,900.0,91.95907712,1156.1,620.0,0.971,650.8,0.547926,44,0.93,97.9,2.64,44,"<Group(symbol=IA, name=Alkali metals)>",430.0,453.7142857142857,16.92,92,370.96,628.0,48,3,,44,1.0,Nonmetals,1.222,142.0,908.0,-1,25,1260.0,2178.0,494.442396,2235.0,1071.0,7.21,612.0,,225,1.55,221.0,13.4,648,"<Group(symbol=VIIB, name=)>",2549.7000000000003,527.4,80.01,495,1517.0,1062.0,270,4,7175.7,225,4.4,0.477,,1844.9999999999998,2,8,1080.0,3078.0,287.982,90.19,1134.0,1.149,95.39999999999999,1.4611135,144,3.44,3.4099,0.22259,1746,"<Group(symbol=VIA, name=Chalcogens)>",4486.122,2487.6,122.94,288,54.8,,144,2,8733.6,144,-2.0,0.92,0.027,2736.0
